component	address	size	name
game-server	0048be20	72	FUN_0048be20
game-server	0048be70	18	FUN_0048be70
game-server	0048be90	162	FUN_0048be90
game-server	0048bf40	118	FUN_0048bf40
game-server	0048bfc0	131	FUN_0048bfc0
game-server	0048c050	144	FUN_0048c050
game-server	0048c0e0	118	FUN_0048c0e0
game-server	0048c160	131	FUN_0048c160
game-server	0048c1f0	153	FUN_0048c1f0
game-server	0048c290	48	FUN_0048c290
game-server	0048c2c0	32	?EnableBrowseButton@CVSListBoxBase@@QAEXH@Z
game-server	0048c2e0	27	FUN_0048c2e0
game-server	0048c300	35	FUN_0048c300
game-server	0048c330	41	FUN_0048c330
game-server	0048c360	27	FUN_0048c360
game-server	0048c380	90	FUN_0048c380
game-server	0048c3e0	72	FUN_0048c3e0
game-server	0048c430	53	FUN_0048c430
game-server	0048c470	61	FUN_0048c470
game-server	0048c4ad	143	FUN_0048c4ad
game-server	0048c53c	326	FUN_0048c53c
game-server	0048c682	190	FUN_0048c682
game-server	0048c740	22	FUN_0048c740
game-server	0048c760	63	FUN_0048c760
game-server	0048c7a0	182	FUN_0048c7a0
game-server	0048c856	76	FUN_0048c856
game-server	0048c8a2	134	FUN_0048c8a2
game-server	0048c928	102	FUN_0048c928
game-server	0048c98e	249	FUN_0048c98e
game-server	0048ca90	63	FUN_0048ca90
game-server	0048cad0	107	FUN_0048cad0
game-server	0048cb3b	45	FID_conflict:??1CDockablePaneAdapter@@UAE@XZ
game-server	0048cb68	46	FUN_0048cb68
game-server	0048cba0	63	FUN_0048cba0
game-server	0048cbe0	91	FUN_0048cbe0
game-server	0048cc3b	45	FUN_0048cc3b
game-server	0048cc70	63	FUN_0048cc70
game-server	0048ccb0	163	FUN_0048ccb0
game-server	0048cd53	45	FUN_0048cd53
game-server	0048cd80	266	FUN_0048cd80
game-server	0048ce90	63	FUN_0048ce90
game-server	0048cf80	53	?DrawState@@YGHPAUHDC__@@PAUHBRUSH__@@P6GH0JIHH@ZJIHHHHI@Z
game-server	0048cfc0	17	FUN_0048cfc0
game-server	0048cfe0	21	FUN_0048cfe0
game-server	0048d000	21	FUN_0048d000
game-server	0048d020	17	FUN_0048d020
game-server	0048d040	17	FUN_0048d040
game-server	0048d060	17	FUN_0048d060
game-server	0048d080	17	__tcsinc
game-server	0048d0a0	21	FUN_0048d0a0
game-server	0048d0c0	21	FUN_0048d0c0
game-server	0048d0e0	21	FUN_0048d0e0
game-server	0048d100	25	__tcsncmp
game-server	0048d120	17	FUN_0048d120
game-server	0048d140	21	FUN_0048d140
game-server	0048d160	21	FUN_0048d160
game-server	0048d180	21	FUN_0048d180
game-server	0048d1a0	21	FUN_0048d1a0
game-server	0048d1c0	19	?GetNextWindow@@YAPAUHWND__@@PAU1@I@Z
game-server	0048d1e0	28	FID_conflict:?LookupTemporary@CHandleMap@@QAEPAVCObject@@PAX@Z
game-server	0048d200	25	??0AFX_CLASSINIT@@QAE@PAUCRuntimeClass@@@Z
game-server	0048d220	9	?UnlockResource@@YGHPAX@Z
game-server	0048d250	329	FUN_0048d250
game-server	0048d399	99	_xGetSystemMetrics@4
game-server	0048d414	93	FUN_0048d414
game-server	0048d471	100	FUN_0048d471
game-server	0048d4d5	127	FUN_0048d4d5
game-server	0048d554	217	FUN_0048d554
game-server	0048d62d	303	_xEnumDisplayMonitors@16
game-server	0048d760	28	FID_conflict:?LookupTemporary@CHandleMap@@QAEPAVCObject@@PAX@Z
game-server	0048d780	8	FUN_0048d780
game-server	0048d790	43	FUN_0048d790
game-server	0048d7c0	20	FUN_0048d7c0
game-server	0048d7e0	28	_IsEqualGUID
game-server	0048d800	8	FUN_0048d800
game-server	0048d810	17	FUN_0048d810
game-server	0048d830	65	FUN_0048d830
game-server	0048d880	16	FUN_0048d880
game-server	0048d890	15	FUN_0048d890
game-server	0048d89f	5	FUN_0048d89f
game-server	0048d8a4	18	FUN_0048d8a4
game-server	0048d8b6	15	FUN_0048d8b6
game-server	0048d8c5	52	?AfxEnableControlContainer@@YAXPAVCOccManager@@@Z
game-server	0048d8f9	256	FUN_0048d8f9
game-server	0048d9f9	25	FUN_0048d9f9
game-server	0048da12	173	FUN_0048da12
game-server	0048dabf	33	?OnEvent@COccManager@@UAEHPAVCCmdTarget@@IPAUAFX_EVENT@@PAUAFX_CMDHANDLERINFO@@@Z
game-server	0048dae0	119	?CreateContainer@COccManager@@UAEPAVCOleControlContainer@@PAVCWnd@@@Z
game-server	0048db57	122	?CreateSite@COccManager@@UAEPAVCOleControlSite@@PAVCOleControlContainer@@@Z
game-server	0048dbd1	161	FUN_0048dbd1
game-server	0048dc72	35	FUN_0048dc72
game-server	0048dc95	57	FUN_0048dc95
game-server	0048dcce	579	FUN_0048dcce
game-server	0048df11	35	FUN_0048df11
game-server	0048df34	337	FUN_0048df34
game-server	0048e085	956	FUN_0048e085
game-server	0048e441	582	FUN_0048e441
game-server	0048e687	1658	FUN_0048e687
game-server	0048ed01	200	FUN_0048ed01
game-server	0048edd0	19	FUN_0048edd0
game-server	0048edf0	70	FUN_0048edf0
game-server	0048ee40	100	FID_conflict:?CreateObject@?$CThreadLocal@V_AFXCTL_AMBIENT_CACHE@@@@SGPAVCNoTrackObject@@XZ
game-server	0048eeb0	31	FID_conflict:??0_AFXCTL_AMBIENT_CACHE@@QAE@XZ
game-server	0048eed0	43	FUN_0048eed0
game-server	0048ef00	19	FUN_0048ef00
game-server	0048ef20	34	??0CSimpleList@@QAE@H@Z
game-server	0048ef50	59	FUN_0048ef50
game-server	0048ef90	54	??0CTypeLibCache@@QAE@XZ
game-server	0048efd0	59	FUN_0048efd0
game-server	0048f010	28	FUN_0048f010
game-server	0048f030	46	FUN_0048f030
game-server	0048f060	99	FUN_0048f060
game-server	0048f0d0	57	FUN_0048f0d0
game-server	0048f110	10	FUN_0048f110
game-server	0048f120	17	FUN_0048f120
game-server	0048f140	1026	FUN_0048f140
game-server	0048f5b1	182	?GetEventSinkEntry@CCmdTarget@@IAGPBUAFX_EVENTSINKMAP_ENTRY@@IPAUAFX_EVENT@@@Z
game-server	0048f670	120	FUN_0048f670
game-server	0048f6e8	133	FID_conflict:?CreateControl@CWnd@@QAEHABU_GUID@@PB_WKABUtagRECT@@PAV1@IPAVCFile@@HPA_W@Z
game-server	0048f76d	173	FUN_0048f76d
game-server	0048f81a	231	FUN_0048f81a
game-server	0048f937	16	FUN_0048f937
game-server	0048f947	16	FUN_0048f947
game-server	0048f957	166	FUN_0048f957
game-server	0048f9fd	347	FUN_0048f9fd
game-server	0048fb58	137	FID_conflict:?CreateControl@COleControlContainer@@QAEHPAVCWnd@@ABU_GUID@@PBDKABUtagRECT@@IPAVCFile@@HPA_WPAPAVCOleControlSite@@@Z
game-server	0048fbe1	319	FUN_0048fbe1
game-server	0048fd59	80	FUN_0048fd59
game-server	0048fda9	690	FUN_0048fda9
game-server	0049009b	590	FUN_0049009b
game-server	004902e9	72	FUN_004902e9
game-server	00490331	204	FUN_00490331
game-server	004903fd	96	FUN_004903fd
game-server	0049045d	34	FUN_0049045d
game-server	0049047f	100	FUN_0049047f
game-server	004904e3	143	FUN_004904e3
game-server	00490572	43	?GetDlgItem@COleControlContainer@@UBEPAVCWnd@@H@Z
game-server	0049059d	87	?GetDlgItem@COleControlContainer@@UBEXHPAPAUHWND__@@@Z
game-server	004905f4	249	FUN_004905f4
game-server	004906ed	59	FUN_004906ed
game-server	00490728	63	FUN_00490728
game-server	00490767	81	FUN_00490767
game-server	004907b8	53	FUN_004907b8
game-server	004907ed	166	FUN_004907ed
game-server	004908d9	35	?QueryInterface@XClassFactory@COleObjectFactory@@UAGJABU_GUID@@PAPAX@Z
game-server	004908fc	27	FUN_004908fc
game-server	00490917	27	FUN_00490917
game-server	00490932	35	?GetWindow@XOleIPFrame@COleControlContainer@@UAGJPAPAUHWND__@@@Z
game-server	00490955	12	FUN_00490955
game-server	00490961	12	FUN_00490961
game-server	0049096d	12	FUN_0049096d
game-server	00490979	12	FUN_00490979
game-server	00490985	92	?SetActiveObject@XOleIPFrame@COleControlContainer@@UAGJPAUIOleInPlaceActiveObject@@PB_W@Z
game-server	004909e1	12	FUN_004909e1
game-server	004909ed	12	FUN_004909ed
game-server	004909f9	12	FUN_004909f9
game-server	00490a05	12	FUN_00490a05
game-server	00490a11	9	FUN_00490a11
game-server	00490a1a	12	FUN_00490a1a
game-server	00490a26	16	FUN_00490a26
game-server	00490a36	192	FUN_00490a36
game-server	00490af6	94	FUN_00490af6
game-server	00490b54	35	FID_conflict:?QueryInterface@XOleContainer@COleControlContainer@@UAGJABU_GUID@@PAPAX@Z
game-server	00490b77	27	FUN_00490b77
game-server	00490b92	27	FUN_00490b92
game-server	00490bad	12	FUN_00490bad
game-server	00490bb9	673	FUN_00490bb9
game-server	00490e92	12	FUN_00490e92
game-server	00490ea0	43	FUN_00490ea0
game-server	00490ed0	31	FUN_00490ed0
game-server	00490ef0	31	FUN_00490ef0
game-server	00490f10	22	FUN_00490f10
game-server	00490f30	22	FUN_00490f30
game-server	00490f50	22	FUN_00490f50
game-server	00490f70	22	FUN_00490f70
game-server	00490f90	22	FUN_00490f90
game-server	00490fb0	14	??0IUnknown@@QAE@XZ
game-server	00490fc0	26	FUN_00490fc0
game-server	00490fe0	134	FUN_00490fe0
game-server	00491070	43	FUN_00491070
game-server	004910a0	45	??0CEnumUnknown@@QAE@PBXI@Z
game-server	004910d0	16	FUN_004910d0
game-server	004910e0	475	FUN_004910e0
game-server	004912bb	507	FUN_004912bb
game-server	004914b6	232	FUN_004914b6
game-server	0049159e	133	FUN_0049159e
game-server	00491623	1190	FUN_00491623
game-server	00491ac9	139	FUN_00491ac9
game-server	00491b54	259	FUN_00491b54
game-server	00491c57	675	FUN_00491c57
game-server	00491efa	1974	FUN_00491efa
game-server	004926b0	17	FUN_004926b0
game-server	004926c1	76	FUN_004926c1
game-server	0049270d	61	FUN_0049270d
game-server	0049274a	49	FUN_0049274a
game-server	0049277b	177	FUN_0049277b
game-server	0049282c	256	FUN_0049282c
game-server	0049292c	210	FUN_0049292c
game-server	004929fe	900	FUN_004929fe
game-server	00492d82	148	FUN_00492d82
game-server	00492e16	309	FUN_00492e16
game-server	00492f4b	148	FUN_00492f4b
game-server	00492fdf	118	FUN_00492fdf
game-server	00493055	241	FUN_00493055
game-server	00493146	172	FUN_00493146
game-server	004931f2	103	FUN_004931f2
game-server	00493259	184	FUN_00493259
game-server	00493311	184	FUN_00493311
game-server	004933c9	58	?InvokeHelper@COleControlSite@@UAAXJGGPAXPBEZZ
game-server	00493403	45	?GetProperty@COleControlSite@@UBEXJGPAX@Z
game-server	00493430	45	?SetProperty@COleControlSite@@UAAXJGZZ
game-server	0049345d	114	FUN_0049345d
game-server	00493515	215	FUN_00493515
game-server	0049365e	137	FUN_0049365e
game-server	00493720	236	FUN_00493720
game-server	0049380c	116	FUN_0049380c
game-server	00493880	118	FUN_00493880
game-server	004938f6	140	FUN_004938f6
game-server	00493a20	171	FUN_00493a20
game-server	00493acb	106	FUN_00493acb
game-server	00493b35	17	FUN_00493b35
game-server	00493b46	36	?SetDlgCtrlID@COleControlSite@@UAEHH@Z
game-server	00493b6a	291	FUN_00493b6a
game-server	00493c8d	279	FUN_00493c8d
game-server	00493da4	102	?ShowWindow@COleControlSite@@UAEHH@Z
game-server	00493e22	102	FUN_00493e22
game-server	00493ec1	129	FUN_00493ec1
game-server	00493f88	76	FUN_00493f88
game-server	00493fd4	155	?EnableDSC@COleControlSite@@UAEXXZ
game-server	0049406f	336	FUN_0049406f
game-server	004941bf	573	FUN_004941bf
game-server	004943fc	29	FUN_004943fc
game-server	00494419	29	FUN_00494419
game-server	00494436	37	FID_conflict:?QueryInterface@XRichEditOleCallback@CRichEditView@@UAGJABU_GUID@@PAPAX@Z
game-server	0049445b	12	FUN_0049445b
game-server	00494467	12	FUN_00494467
game-server	00494473	41	?GetContainer@XOleClientSite@COleControlSite@@UAGJPAPAUIOleContainer@@@Z
game-server	0049449c	31	FUN_0049449c
game-server	004944bb	9	FUN_004944bb
game-server	004944c4	12	FUN_004944c4
game-server	004944d0	29	FUN_004944d0
game-server	004944ed	29	FUN_004944ed
game-server	0049450a	37	FID_conflict:?QueryInterface@XRichEditOleCallback@CRichEditView@@UAGJABU_GUID@@PAPAX@Z
game-server	0049452f	59	?GetWindow@XOleIPSite@COleControlSite@@UAGJPAPAUHWND__@@@Z
game-server	0049456a	12	FUN_0049456a
game-server	00494576	9	FUN_00494576
game-server	0049457f	9	FUN_0049457f
game-server	00494588	44	FUN_00494588
game-server	004945b4	439	FUN_004945b4
game-server	0049476b	12	FUN_0049476b
game-server	00494777	44	FUN_00494777
game-server	004947a3	31	FUN_004947a3
game-server	004947c2	9	FUN_004947c2
game-server	004947cb	41	FUN_004947cb
game-server	004947f4	134	FUN_004947f4
game-server	0049487a	29	FUN_0049487a
game-server	00494897	29	FUN_00494897
game-server	004948b4	37	FID_conflict:?QueryInterface@XRichEditOleCallback@CRichEditView@@UAGJABU_GUID@@PAPAX@Z
game-server	004948d9	31	FUN_004948d9
game-server	004948f8	12	FUN_004948f8
game-server	00494904	12	FUN_00494904
game-server	00494910	356	FUN_00494910
game-server	00494a74	12	FUN_00494a74
game-server	00494a80	9	FUN_00494a80
game-server	00494a89	12	FUN_00494a89
game-server	00494a95	29	FUN_00494a95
game-server	00494ab2	29	FUN_00494ab2
game-server	00494acf	37	?QueryInterface@XOleClientSite@COleControlSite@@UAGJABU_GUID@@PAPAX@Z
game-server	00494af4	12	FUN_00494af4
game-server	00494b00	12	FUN_00494b00
game-server	00494b0c	12	FUN_00494b0c
game-server	00494b18	229	FUN_00494b18
game-server	00494bfd	92	FID_conflict:?QueryInterface@XNotifyDBEvents@COleControlSite@@UAGJABU_GUID@@PAPAX@Z
game-server	00494c59	12	FUN_00494c59
game-server	00494c65	9	FUN_00494c65
game-server	00494c6e	350	FUN_00494c6e
game-server	00494dcc	96	?OnRequestEdit@XPropertyNotifySink@COleControlSite@@UAGJJ@Z
game-server	00494e2c	12	FUN_00494e2c
game-server	00494e38	9	FUN_00494e38
game-server	00494e41	115	?QueryInterface@XEventSink@COleControlSite@@UAGJABU_GUID@@PAPAX@Z
game-server	00494eb4	12	FUN_00494eb4
game-server	00494ec0	12	FUN_00494ec0
game-server	00494ecc	12	FUN_00494ecc
game-server	00494ed8	198	FUN_00494ed8
game-server	00494f9e	270	FUN_00494f9e
game-server	004950ac	964	FUN_004950ac
game-server	00495470	542	FUN_00495470
game-server	0049568e	259	FUN_0049568e
game-server	00495791	1723	FUN_00495791
game-server	00495e4c	201	?CopyColumnID@CDataSourceControl@@QAEHPAUtagDBCOLUMNID@@PBU2@@Z
game-server	00495f15	602	FUN_00495f15
game-server	0049616f	145	FUN_0049616f
game-server	00496200	769	FUN_00496200
game-server	00496501	168	FUN_00496501
game-server	004965a9	2226	FUN_004965a9
game-server	00496f27	590	FUN_00496f27
game-server	00497175	2827	FUN_00497175
game-server	00497d5d	74	??0CDataBoundProperty@@QAE@PAV0@JG@Z
game-server	00497da7	21	FUN_00497da7
game-server	00497dbc	43	?SetDSCSite@CDataBoundProperty@@QAEXPAVCOleControlSite@@@Z
game-server	00497de7	17	FUN_00497de7
game-server	00497df8	29	FUN_00497df8
game-server	00497e15	212	FUN_00497e15
game-server	00497ee9	154	FUN_00497ee9
game-server	00497f83	91	?GetCursor@COleControlSite@@IAEJJPAPAUIUnknown@@PAPAX@Z
game-server	00497fde	29	FUN_00497fde
game-server	00497ffb	29	FUN_00497ffb
game-server	00498018	37	FUN_00498018
game-server	0049803d	41	?GetCursor@XBoundObjectSite@COleControlSite@@UAGJJPAPAUICursor@@PAPAX@Z
game-server	00498066	12	FUN_00498066
game-server	00498072	9	FUN_00498072
game-server	0049807b	92	?QueryInterface@XPropertyNotifySink@COleControlSite@@UAGJABU_GUID@@PAPAX@Z
game-server	004980d7	174	FUN_004980d7
game-server	00498185	61	FUN_00498185
game-server	004981c2	137	FUN_004981c2
game-server	0049824b	61	FUN_0049824b
game-server	00498288	61	FUN_00498288
game-server	004982c5	192	FUN_004982c5
game-server	00498385	142	FUN_00498385
game-server	00498413	252	FUN_00498413
game-server	0049854e	12	FUN_0049854e
game-server	0049855a	9	FUN_0049855a
game-server	00498563	92	FID_conflict:?QueryInterface@XNotifyDBEvents@COleControlSite@@UAGJABU_GUID@@PAPAX@Z
game-server	004985bf	261	FUN_004985bf
game-server	004986d8	437	FUN_004986d8
game-server	004988bf	326	FUN_004988bf
game-server	00498a10	43	FUN_00498a10
game-server	00498a40	31	FUN_00498a40
game-server	00498a60	31	FUN_00498a60
game-server	00498a80	31	FUN_00498a80
game-server	00498aa0	31	FUN_00498aa0
game-server	00498ac0	31	FUN_00498ac0
game-server	00498ae0	31	FUN_00498ae0
game-server	00498b00	31	FUN_00498b00
game-server	00498b20	31	FUN_00498b20
game-server	00498b40	31	FUN_00498b40
game-server	00498b60	22	FUN_00498b60
game-server	00498b80	22	FUN_00498b80
game-server	00498ba0	22	FUN_00498ba0
game-server	00498bc0	22	FUN_00498bc0
game-server	00498be0	22	FUN_00498be0
game-server	00498c00	31	FID_conflict:??0INotifyDBEvents@@QAE@XZ
game-server	00498c20	31	FID_conflict:??0INotifyDBEvents@@QAE@XZ
game-server	00498c40	31	FID_conflict:??0INotifyDBEvents@@QAE@XZ
game-server	00498c60	46	FUN_00498c60
game-server	00498c90	46	FUN_00498c90
game-server	00498cc0	11	FUN_00498cc0
game-server	00498cd0	90	??0AFX_EVENT@@QAE@HJPAUtagDISPPARAMS@@PAUtagEXCEPINFO@@PAI@Z
game-server	00498d30	338	FUN_00498d30
game-server	00498e90	126	FUN_00498e90
game-server	00498f10	112	FUN_00498f10
game-server	00498f80	46	FUN_00498f80
game-server	00498fb0	19	FUN_00498fb0
game-server	00498fd0	46	FUN_00498fd0
game-server	00499000	87	FUN_00499000
game-server	00499060	50	FUN_00499060
game-server	004990a0	140	FUN_004990a0
game-server	00499130	114	FUN_00499130
game-server	004991b0	98	FUN_004991b0
game-server	00499220	173	FUN_00499220
game-server	004992d0	23	FUN_004992d0
game-server	004992f0	266	FUN_004992f0
game-server	00499400	170	FUN_00499400
game-server	004994b0	169	FUN_004994b0
game-server	00499560	17	FUN_00499560
game-server	00499580	128	FUN_00499580
game-server	00499600	226	FUN_00499600
game-server	004996f0	80	FUN_004996f0
game-server	00499740	17	FUN_00499740
game-server	00499760	49	?SetupOptionalRowsetInterfaces@?$CRowset@VCAccessorBase@ATL@@@ATL@@QAEXXZ
game-server	004997a0	22	FUN_004997a0
game-server	004997c0	52	FUN_004997c0
game-server	00499800	43	FUN_00499800
game-server	00499830	17	FUN_00499830
game-server	00499850	1332	FUN_00499850
game-server	00499da0	186	FUN_00499da0
game-server	00499e60	460	FUN_00499e60
game-server	0049a040	289	FUN_0049a040
game-server	0049a170	33	FUN_0049a170
game-server	0049a1a0	53	FUN_0049a1a0
game-server	0049a1e0	202	FUN_0049a1e0
game-server	0049a2b0	63	FUN_0049a2b0
game-server	0049a2f0	50	FUN_0049a2f0
game-server	0049a330	147	FUN_0049a330
game-server	0049a3d0	37	?_GetDataPtr@CDynamicAccessor@ATL@@QBEPAXK@Z
game-server	0049a400	145	FUN_0049a400
game-server	0049a4a0	160	FUN_0049a4a0
game-server	0049a540	62	FUN_0049a540
game-server	0049a580	55	??1CManualAccessor@ATL@@QAE@XZ
game-server	0049a5c0	191	FUN_0049a5c0
game-server	0049a690	208	FUN_0049a690
game-server	0049a760	292	FUN_0049a760
game-server	0049a890	94	??0AFX_EVENT@@QAE@H@Z
game-server	0049a8f0	23	FUN_0049a8f0
game-server	0049a910	35	FUN_0049a910
game-server	0049a940	16	FUN_0049a940
game-server	0049a950	67	FUN_0049a950
game-server	0049a9a0	69	FUN_0049a9a0
game-server	0049a9f0	23	FUN_0049a9f0
game-server	0049aa10	35	FUN_0049aa10
game-server	0049aa40	48	FUN_0049aa40
game-server	0049aa70	16	??B?$CComPtrBase@UIRowset@@@ATL@@QBEPAUIRowset@@XZ
game-server	0049aa80	69	FUN_0049aa80
game-server	0049aad0	26	FUN_0049aad0
game-server	0049aaf0	60	FUN_0049aaf0
game-server	0049ab30	23	FUN_0049ab30
game-server	0049ab50	35	FUN_0049ab50
game-server	0049ab80	48	FUN_0049ab80
game-server	0049abb0	16	FUN_0049abb0
game-server	0049abc0	67	FUN_0049abc0
game-server	0049ac10	69	FUN_0049ac10
game-server	0049ac60	23	FUN_0049ac60
game-server	0049ac80	35	FUN_0049ac80
game-server	0049acb0	67	FUN_0049acb0
game-server	0049ad00	69	FUN_0049ad00
game-server	0049ad50	27	??$QueryInterface@UIRowsetChange@@@IUnknown@@QAGJPAPAUIRowsetChange@@@Z
game-server	0049ad70	27	FUN_0049ad70
game-server	0049ad90	27	FUN_0049ad90
game-server	0049adb0	56	FUN_0049adb0
game-server	0049adf0	56	FUN_0049adf0
game-server	0049ae30	56	FUN_0049ae30
game-server	0049ae70	56	FUN_0049ae70
game-server	0049aeb0	56	FUN_0049aeb0
game-server	0049aef0	56	FUN_0049aef0
game-server	0049af30	56	FUN_0049af30
game-server	0049af70	56	FUN_0049af70
game-server	0049afb0	56	FUN_0049afb0
game-server	0049aff0	56	FUN_0049aff0
game-server	0049b030	56	FUN_0049b030
game-server	0049b070	56	FUN_0049b070
game-server	0049b0b0	56	FUN_0049b0b0
game-server	0049b0f0	56	FUN_0049b0f0
game-server	0049b130	181	FUN_0049b130
game-server	0049b1f0	157	FUN_0049b1f0
game-server	0049b290	157	FUN_0049b290
game-server	0049b330	167	FUN_0049b330
game-server	0049b3e0	106	FUN_0049b3e0
game-server	0049b450	104	FUN_0049b450
game-server	0049b4c0	104	FUN_0049b4c0
game-server	0049b530	110	FUN_0049b530
game-server	0049b5a0	146	FUN_0049b5a0
game-server	0049b640	104	FUN_0049b640
game-server	0049b6b0	104	FUN_0049b6b0
game-server	0049b720	106	FUN_0049b720
game-server	0049b790	104	FUN_0049b790
game-server	0049b800	146	FUN_0049b800
game-server	0049b8a0	78	?_AfxGetDlgCode@@YGKPAVCWnd@@PAUtagMSG@@@Z
game-server	0049b8ee	50	FUN_0049b8ee
game-server	0049b920	87	?_AfxGetChildControl@@YGPAVCWnd@@PAV1@0@Z
game-server	0049b977	34	?HasChildStyle@@YAHPAVCWnd@@@Z
game-server	0049b999	23	?TestStyle@@YAKPAVCWnd@@K@Z
game-server	0049b9b0	22	?IsControlParent@@YAHPAVCWnd@@@Z
game-server	0049b9c6	23	?TestExStyle@@YAKPAVCWnd@@K@Z
game-server	0049b9dd	282	FUN_0049b9dd
game-server	0049baf7	55	FUN_0049baf7
game-server	0049bb2e	204	FUN_0049bb2e
game-server	0049bbfa	66	FUN_0049bbfa
game-server	0049bc3c	167	FUN_0049bc3c
game-server	0049bce3	133	FUN_0049bce3
game-server	0049bd68	201	FUN_0049bd68
game-server	0049be31	124	?_AfxFindDlgItem@@YGPAVCWnd@@PAV1@K@Z
game-server	0049bead	95	FUN_0049bead
game-server	0049bf0c	51	?GetDefBtnCode@COccManager@@SAKPAVCWnd@@@Z
game-server	0049bf3f	134	?_AfxRemoveDefaultButton@@YGXPAVCWnd@@0@Z
game-server	0049bfc5	79	FUN_0049bfc5
game-server	0049c014	342	FUN_0049c014
game-server	0049c16a	1237	FUN_0049c16a
game-server	0049c6c0	28	_IsEqualGUID
game-server	0049c6f0	59	FUN_0049c6f0
game-server	0049c730	28	FUN_0049c730
game-server	0049c750	25	FUN_0049c750
game-server	0049c770	21	FUN_0049c770
game-server	0049c790	26	_!=
game-server	0049c7b0	26	FUN_0049c7b0
game-server	0049c7d0	136	FUN_0049c7d0
game-server	0049c860	38	?AfxCheckError@@YGXJ@Z
game-server	0049c886	935	FUN_0049c886
game-server	0049ccd2	306	FUN_0049ccd2
game-server	0049ce04	66	?_AfxCopyBinaryData@@YGXPAUtagSAFEARRAY@@PBXK@Z
game-server	0049ce46	45	FID_conflict:??0COleVariant@@QAE@ABV0@@Z
game-server	0049cea0	45	??0COleVariant@@QAE@ABV0@@Z
game-server	0049cecd	290	FUN_0049cecd
game-server	0049cfef	295	FUN_0049cfef
game-server	0049d116	145	FUN_0049d116
game-server	0049d1a7	189	FUN_0049d1a7
game-server	0049d264	19	FUN_0049d264
game-server	0049d277	81	FUN_0049d277
game-server	0049d2c8	47	?Attach@COleVariant@@QAEXAAUtagVARIANT@@@Z
game-server	0049d2f7	78	FID_conflict:?Detach@COleVariant@@QAE?AUtagVARIANT@@XZ
game-server	0049d345	629	FUN_0049d345
game-server	0049d602	36	FUN_0049d602
game-server	0049d626	36	FUN_0049d626
game-server	0049d64a	36	FUN_0049d64a
game-server	0049d66e	188	FUN_0049d66e
game-server	0049d72a	175	FUN_0049d72a
game-server	0049d7d9	54	FUN_0049d7d9
game-server	0049d80f	112	FUN_0049d80f
game-server	0049d87f	130	FUN_0049d87f
game-server	0049d901	62	FUN_0049d901
game-server	0049d93f	54	FUN_0049d93f
game-server	0049d975	60	FUN_0049d975
game-server	0049d9b1	62	FUN_0049d9b1
game-server	0049d9ef	67	FUN_0049d9ef
game-server	0049da32	86	FUN_0049da32
game-server	0049da88	23	FUN_0049da88
game-server	0049da9f	947	FUN_0049da9f
game-server	0049de9a	988	FUN_0049de9a
game-server	0049e2fe	853	FUN_0049e2fe
game-server	0049e6f3	195	FUN_0049e6f3
game-server	0049e7b6	106	FUN_0049e7b6
game-server	0049e820	171	FUN_0049e820
game-server	0049e8cb	186	FUN_0049e8cb
game-server	0049e985	70	??$DumpElements@VCOleVariant@@@@YGXAAVCDumpContext@@PBVCOleVariant@@H@Z
game-server	0049e9cb	243	FUN_0049e9cb
game-server	0049eaf6	42	FUN_0049eaf6
game-server	0049eb20	40	FID_conflict:??0COleCurrency@@QAE@TtagCY@@@Z
game-server	0049eb48	44	??4COleCurrency@@QAEABV0@ABV0@@Z
game-server	0049eb74	188	FUN_0049eb74
game-server	0049ec8c	153	FUN_0049ec8c
game-server	0049ed25	153	FUN_0049ed25
game-server	0049edbe	152	FUN_0049edbe
game-server	0049ee56	152	FUN_0049ee56
game-server	0049eeee	244	FUN_0049eeee
game-server	0049efe2	244	FUN_0049efe2
game-server	0049f0d6	143	FUN_0049f0d6
game-server	0049f165	851	FUN_0049f165
game-server	0049f4b8	872	FUN_0049f4b8
game-server	0049f820	176	?SetCurrency@COleCurrency@@QAEXJJ@Z
game-server	0049f8d0	422	FUN_0049f8d0
game-server	0049fa76	429	FUN_0049fa76
game-server	0049fc23	156	??6@YGAAVCDumpContext@@AAV0@VCOleCurrency@@@Z
game-server	0049fcbf	43	??6@YGAAVCArchive@@AAV0@VCOleCurrency@@@Z
game-server	0049fcea	49	??5@YGAAVCArchive@@AAV0@AAVCOleCurrency@@@Z
game-server	0049fd1b	539	FUN_0049fd1b
game-server	0049ff36	748	FUN_0049ff36
game-server	004a0222	70	FUN_004a0222
game-server	004a0268	61	FUN_004a0268
game-server	004a02a5	58	FUN_004a02a5
game-server	004a02df	43	FUN_004a02df
game-server	004a030a	154	FUN_004a030a
game-server	004a03a4	56	FUN_004a03a4
game-server	004a03dc	56	FUN_004a03dc
game-server	004a0414	56	FUN_004a0414
game-server	004a044c	56	FUN_004a044c
game-server	004a0484	56	FUN_004a0484
game-server	004a04bc	56	FUN_004a04bc
game-server	004a04f4	56	FUN_004a04f4
game-server	004a052c	56	FUN_004a052c
game-server	004a0564	188	FUN_004a0564
game-server	004a0679	40	FID_conflict:??0COleCurrency@@QAE@TtagCY@@@Z
game-server	004a06a1	166	FUN_004a06a1
game-server	004a0747	83	FUN_004a0747
game-server	004a079a	161	FUN_004a079a
game-server	004a083b	159	FUN_004a083b
game-server	004a08da	159	FUN_004a08da
